Freq.	V(vo)
2.59417936211862e+001	(-2.36793845175955e+001dB,8.43457764052020e+001°)
2.60015956316508e+001	(-2.36596066199535e+001dB,8.43309979373082e+001°)
2.60615354999870e+001	(-2.36398297449692e+001dB,8.43161903669764e+001°)
2.61216135439901e+001	(-2.36200538972154e+001dB,8.43013536222260e+001°)
2.61818300821879e+001	(-2.36002790812861e+001dB,8.42864876309661e+001°)
2.62421854338425e+001	(-2.35805053017954e+001dB,8.42715923209952e+001°)
2.63026799189518e+001	(-2.35607325633781e+001dB,8.42566676200011e+001°)
2.63633138582518e+001	(-2.35409608706892e+001dB,8.42417134555609e+001°)
2.64240875732175e+001	(-2.35211902284049e+001dB,8.42267297551407e+001°)
2.64850013860650e+001	(-2.35014206412215e+001dB,8.42117164460959e+001°)
2.65460556197534e+001	(-2.34816521138570e+001dB,8.41966734556710e+001°)
2.66072505979861e+001	(-2.34618846510498e+001dB,8.41816007109992e+001°)
2.66685866452128e+001	(-2.34421182575591e+001dB,8.41664981391027e+001°)
2.67300640866311e+001	(-2.34223529381658e+001dB,8.41513656668925e+001°)
2.67916832481883e+001	(-2.34025886976717e+001dB,8.41362032211683e+001°)
2.68534444565830e+001	(-2.33828255408999e+001dB,8.41210107286183e+001°)
2.69153480392671e+001	(-2.33630634726949e+001dB,8.41057881158194e+001°)
2.69773943244472e+001	(-2.33433024979224e+001dB,8.40905353092370e+001°)
2.70395836410864e+001	(-2.33235426214701e+001dB,8.40752522352249e+001°)
2.71019163189064e+001	(-2.33037838482472e+001dB,8.40599388200252e+001°)
2.71643926883888e+001	(-2.32840261831845e+001dB,8.40445949897685e+001°)
2.72270130807771e+001	(-2.32642696312344e+001dB,8.40292206704734e+001°)
2.72897778280783e+001	(-2.32445141973720e+001dB,8.40138157880467e+001°)
2.73526872630650e+001	(-2.32247598865934e+001dB,8.39983802682833e+001°)
2.74157417192767e+001	(-2.32050067039176e+001dB,8.39829140368663e+001°)
2.74789415310219e+001	(-2.31852546543851e+001dB,8.39674170193667e+001°)
2.75422870333796e+001	(-2.31655037430593e+001dB,8.39518891412432e+001°)
2.76057785622014e+001	(-2.31457539750256e+001dB,8.39363303278428e+001°)
2.76694164541130e+001	(-2.31260053553921e+001dB,8.39207405044000e+001°)
2.77332010465163e+001	(-2.31062578892888e+001dB,8.39051195960372e+001°)
2.77971326775908e+001	(-2.30865115818694e+001dB,8.38894675277644e+001°)
2.78612116862956e+001	(-2.30667664383094e+001dB,8.38737842244794e+001°)
2.79254384123713e+001	(-2.30470224638075e+001dB,8.38580696109676e+001°)
2.79898131963415e+001	(-2.30272796635854e+001dB,8.38423236119019e+001°)
2.80543363795150e+001	(-2.30075380428874e+001dB,8.38265461518427e+001°)
2.81190083039873e+001	(-2.29877976069816e+001dB,8.38107371552380e+001°)
2.81838293126424e+001	(-2.29680583611586e+001dB,8.37948965464233e+001°)
2.82487997491549e+001	(-2.29483203107329e+001dB,8.37790242496213e+001°)
2.83139199579916e+001	(-2.29285834610418e+001dB,8.37631201889423e+001°)
2.83791902844134e+001	(-2.29088478174464e+001dB,8.37471842883837e+001°)
2.84446110744770e+001	(-2.28891133853316e+001dB,8.37312164718305e+001°)
2.85101826750369e+001	(-2.28693801701056e+001dB,8.37152166630546e+001°)
2.85759054337473e+001	(-2.28496481772001e+001dB,8.36991847857154e+001°)
2.86417796990636e+001	(-2.28299174120717e+001dB,8.36831207633596e+001°)
2.87078058202447e+001	(-2.28101878802003e+001dB,8.36670245194208e+001°)
2.87739841473545e+001	(-2.27904595870895e+001dB,8.36508959772200e+001°)
2.88403150312638e+001	(-2.27707325382675e+001dB,8.36347350599651e+001°)
2.89067988236525e+001	(-2.27510067392869e+001dB,8.36185416907513e+001°)
2.89734358770110e+001	(-2.27312821957248e+001dB,8.36023157925610e+001°)
2.90402265446423e+001	(-2.27115589131822e+001dB,8.35860572882635e+001°)
2.91071711806638e+001	(-2.26918368972846e+001dB,8.35697661006152e+001°)
2.91742701400094e+001	(-2.26721161536827e+001dB,8.35534421522595e+001°)
2.92415237784311e+001	(-2.26523966880521e+001dB,8.35370853657270e+001°)
2.93089324525009e+001	(-2.26326785060923e+001dB,8.35206956634351e+001°)
2.93764965196130e+001	(-2.26129616135288e+001dB,8.35042729676886e+001°)
2.94442163379853e+001	(-2.25932460161116e+001dB,8.34878172006789e+001°)
2.95120922666616e+001	(-2.25735317196159e+001dB,8.34713282844848e+001°)
2.95801246655132e+001	(-2.25538187298420e+001dB,8.34548061410717e+001°)
2.96483138952411e+001	(-2.25341070526162e+001dB,8.34382506922924e+001°)
2.97166603173779e+001	(-2.25143966937897e+001dB,8.34216618598865e+001°)
2.97851642942896e+001	(-2.24946876592395e+001dB,8.34050395654806e+001°)
2.98538261891773e+001	(-2.24749799548683e+001dB,8.33883837305886e+001°)
2.99226463660796e+001	(-2.24552735866043e+001dB,8.33716942766112e+001°)
2.99916251898742e+001	(-2.24355685604018e+001dB,8.33549711248361e+001°)
3.00607630262800e+001	(-2.24158648822411e+001dB,8.33382141964382e+001°)
3.01300602418589e+001	(-2.23961625581286e+001dB,8.33214234124795e+001°)
3.01995172040178e+001	(-2.23764615940968e+001dB,8.33045986939089e+001°)
3.02691342810107e+001	(-2.23567619962047e+001dB,8.32877399615628e+001°)
3.03389118419403e+001	(-2.23370637705375e+001dB,8.32708471361642e+001°)
3.04088502567604e+001	(-2.23173669232067e+001dB,8.32539201383237e+001°)
3.04789498962774e+001	(-2.22976714603511e+001dB,8.32369588885390e+001°)
3.05492111321527e+001	(-2.22779773881354e+001dB,8.32199633071948e+001°)
3.06196343369044e+001	(-2.22582847127519e+001dB,8.32029333145632e+001°)
3.06902198839092e+001	(-2.22385934404192e+001dB,8.31858688308037e+001°)
3.07609681474047e+001	(-2.22189035773835e+001dB,8.31687697759628e+001°)
3.08318795024911e+001	(-2.21992151299179e+001dB,8.31516360699747e+001°)
3.09029543251335e+001	(-2.21795281043225e+001dB,8.31344676326607e+001°)
3.09741929921634e+001	(-2.21598425069251e+001dB,8.31172643837297e+001°)
3.10455958812811e+001	(-2.21401583440811e+001dB,8.31000262427780e+001°)
3.11171633710577e+001	(-2.21204756221732e+001dB,8.30827531292894e+001°)
3.11888958409369e+001	(-2.21007943476120e+001dB,8.30654449626355e+001°)
3.12607936712371e+001	(-2.20811145268354e+001dB,8.30481016620751e+001°)
3.13328572431534e+001	(-2.20614361663102e+001dB,8.30307231467551e+001°)
3.14050869387597e+001	(-2.20417592725305e+001dB,8.30133093357099e+001°)
3.14774831410107e+001	(-2.20220838520187e+001dB,8.29958601478617e+001°)
3.15500462337438e+001	(-2.20024099113253e+001dB,8.29783755020207e+001°)
3.16227766016813e+001	(-2.19827374570297e+001dB,8.29608553168848e+001°)
3.16956746304324e+001	(-2.19630664957394e+001dB,8.29432995110401e+001°)
3.17687407064952e+001	(-2.19433970340901e+001dB,8.29257080029605e+001°)
3.18419752172587e+001	(-2.19237290787473e+001dB,8.29080807110083e+001°)
3.19153785510051e+001	(-2.19040626364041e+001dB,8.28904175534338e+001°)
3.19889510969114e+001	(-2.18843977137835e+001dB,8.28727184483758e+001°)
3.20626932450521e+001	(-2.18647343176370e+001dB,8.28549833138611e+001°)
3.21366053864006e+001	(-2.18450724547453e+001dB,8.28372120678052e+001°)
3.22106879128318e+001	(-2.18254121319186e+001dB,8.28194046280121e+001°)
3.22849412171238e+001	(-2.18057533559966e+001dB,8.28015609121743e+001°)
3.23593656929602e+001	(-2.17860961338481e+001dB,8.27836808378731e+001°)
3.24339617349323e+001	(-2.17664404723717e+001dB,8.27657643225786e+001°)
3.25087297385408e+001	(-2.17467863784960e+001dB,8.27478112836496e+001°)
3.25836701001983e+001	(-2.17271338591792e+001dB,8.27298216383340e+001°)
3.26587832172310e+001	(-2.17074829214094e+001dB,8.27117953037689e+001°)
3.27340694878812e+001	(-2.16878335722050e+001dB,8.26937321969805e+001°)
3.28095293113093e+001	(-2.16681858186146e+001dB,8.26756322348841e+001°)
3.28851630875957e+001	(-2.16485396677170e+001dB,8.26574953342847e+001°)
3.29609712177431e+001	(-2.16288951266215e+001dB,8.26393214118767e+001°)
3.30369541036788e+001	(-2.16092522024680e+001dB,8.26211103842440e+001°)
3.31131121482565e+001	(-2.15896109024274e+001dB,8.26028621678605e+001°)
3.31894457552584e+001	(-2.15699712337007e+001dB,8.25845766790897e+001°)
3.32659553293978e+001	(-2.15503332035205e+001dB,8.25662538341853e+001°)
3.33426412763208e+001	(-2.15306968191500e+001dB,8.25478935492910e+001°)
3.34195040026087e+001	(-2.15110620878842e+001dB,8.25294957404407e+001°)
3.34965439157801e+001	(-2.14914290170483e+001dB,8.25110603235589e+001°)
3.35737614242928e+001	(-2.14717976140001e+001dB,8.24925872144603e+001°)
3.36511569375464e+001	(-2.14521678861282e+001dB,8.24740763288505e+001°)
3.37287308658842e+001	(-2.14325398408531e+001dB,8.24555275823258e+001°)
3.38064836205954e+001	(-2.14129134856273e+001dB,8.24369408903734e+001°)
3.38844156139175e+001	(-2.13932888279345e+001dB,8.24183161683717e+001°)
3.39625272590381e+001	(-2.13736658752911e+001dB,8.23996533315902e+001°)
3.40408189700973e+001	(-2.13540446352458e+001dB,8.23809522951900e+001°)
3.41192911621901e+001	(-2.13344251153790e+001dB,8.23622129742234e+001°)
3.41979442513681e+001	(-2.13148073233036e+001dB,8.23434352836347e+001°)
3.42767786546423e+001	(-2.12951912666654e+001dB,8.23246191382599e+001°)
3.43557947899847e+001	(-2.12755769531426e+001dB,8.23057644528273e+001°)
3.44349930763311e+001	(-2.12559643904460e+001dB,8.22868711419570e+001°)
3.45143739335828e+001	(-2.12363535863198e+001dB,8.22679391201617e+001°)
3.45939377826094e+001	(-2.12167445485409e+001dB,8.22489683018469e+001°)
3.46736850452504e+001	(-2.11971372849193e+001dB,8.22299586013103e+001°)
3.47536161443178e+001	(-2.11775318032987e+001dB,8.22109099327430e+001°)
3.48337315035984e+001	(-2.11579281115555e+001dB,8.21918222102288e+001°)
3.49140315478558e+001	(-2.11383262176005e+001dB,8.21726953477452e+001°)
3.49945167028329e+001	(-2.11187261293776e+001dB,8.21535292591629e+001°)
3.50751873952540e+001	(-2.10991278548643e+001dB,8.21343238582463e+001°)
3.51560440528270e+001	(-2.10795314020729e+001dB,8.21150790586538e+001°)
3.52370871042459e+001	(-2.10599367790490e+001dB,8.20957947739380e+001°)
3.53183169791928e+001	(-2.10403439938726e+001dB,8.20764709175454e+001°)
3.53997341083406e+001	(-2.10207530546583e+001dB,8.20571074028173e+001°)
3.54813389233547e+001	(-2.10011639695546e+001dB,8.20377041429897e+001°)
3.55631318568956e+001	(-2.09815767467450e+001dB,8.20182610511934e+001°)
3.56451133426215e+001	(-2.09619913944479e+001dB,8.19987780404546e+001°)
3.57272838151900e+001	(-2.09424079209159e+001dB,8.19792550236946e+001°)
3.58096437102607e+001	(-2.09228263344370e+001dB,8.19596919137305e+001°)
3.58921934644976e+001	(-2.09032466433343e+001dB,8.19400886232751e+001°)
3.59749335155713e+001	(-2.08836688559663e+001dB,8.19204450649374e+001°)
3.60578643021613e+001	(-2.08640929807265e+001dB,8.19007611512226e+001°)
3.61409862639584e+001	(-2.08445190260438e+001dB,8.18810367945326e+001°)
3.62242998416669e+001	(-2.08249470003835e+001dB,8.18612719071661e+001°)
3.63078054770072e+001	(-2.08053769122461e+001dB,8.18414664013186e+001°)
3.63915036127177e+001	(-2.07858087701681e+001dB,8.18216201890833e+001°)
3.64753946925578e+001	(-2.07662425827218e+001dB,8.18017331824505e+001°)
3.65594791613095e+001	(-2.07466783585166e+001dB,8.17818052933090e+001°)
3.66437574647803e+001	(-2.07271161061969e+001dB,8.17618364334449e+001°)
3.67282300498055e+001	(-2.07075558344451e+001dB,8.17418265145434e+001°)
3.68128973642501e+001	(-2.06879975519785e+001dB,8.17217754481878e+001°)
3.68977598570120e+001	(-2.06684412675522e+001dB,8.17016831458605e+001°)
3.69828179780236e+001	(-2.06488869899584e+001dB,8.16815495189433e+001°)
3.70680721782546e+001	(-2.06293347280254e+001dB,8.16613744787171e+001°)
3.71535229097142e+001	(-2.06097844906194e+001dB,8.16411579363630e+001°)
3.72391706254538e+001	(-2.05902362866436e+001dB,8.16208998029619e+001°)
3.73250157795690e+001	(-2.05706901250380e+001dB,8.16005999894950e+001°)
3.74110588272023e+001	(-2.05511460147818e+001dB,8.15802584068444e+001°)
3.74973002245453e+001	(-2.05316039648901e+001dB,8.15598749657931e+001°)
3.75837404288413e+001	(-2.05120639844169e+001dB,8.15394495770253e+001°)
3.76703798983878e+001	(-2.04925260824540e+001dB,8.15189821511269e+001°)
3.77572190925385e+001	(-2.04729902681310e+001dB,8.14984725985857e+001°)
3.78442584717062e+001	(-2.04534565506164e+001dB,8.14779208297917e+001°)
3.79314984973651e+001	(-2.04339249391163e+001dB,8.14573267550375e+001°)
3.80189396320530e+001	(-2.04143954428759e+001dB,8.14366902845185e+001°)
3.81065823393742e+001	(-2.03948680711789e+001dB,8.14160113283335e+001°)
3.81944270840015e+001	(-2.03753428333482e+001dB,8.13952897964849e+001°)
3.82824743316791e+001	(-2.03558197387449e+001dB,8.13745255988788e+001°)
3.83707245492247e+001	(-2.03362987967700e+001dB,8.13537186453258e+001°)
3.84591782045322e+001	(-2.03167800168632e+001dB,8.13328688455409e+001°)
3.85478357665740e+001	(-2.02972634085041e+001dB,8.13119761091444e+001°)
3.86366977054037e+001	(-2.02777489812114e+001dB,8.12910403456616e+001°)
3.87257644921585e+001	(-2.02582367445437e+001dB,8.12700614645237e+001°)
3.88150365990616e+001	(-2.02387267080994e+001dB,8.12490393750679e+001°)
3.89045144994248e+001	(-2.02192188815173e+001dB,8.12279739865381e+001°)
3.89941986676511e+001	(-2.01997132744753e+001dB,8.12068652080846e+001°)
3.90840895792369e+001	(-2.01802098966928e+001dB,8.11857129487653e+001°)
3.91741877107750e+001	(-2.01607087579285e+001dB,8.11645171175456e+001°)
3.92644935399567e+001	(-2.01412098679830e+001dB,8.11432776232989e+001°)
3.93550075455745e+001	(-2.01217132366961e+001dB,8.11219943748069e+001°)
3.94457302075245e+001	(-2.01022188739496e+001dB,8.11006672807604e+001°)
3.95366620068095e+001	(-2.00827267896656e+001dB,8.10792962497590e+001°)
3.96278034255406e+001	(-2.00632369938082e+001dB,8.10578811903124e+001°)
3.97191549469407e+001	(-2.00437494963817e+001dB,8.10364220108400e+001°)
3.98107170553464e+001	(-2.00242643074329e+001dB,8.10149186196718e+001°)
3.99024902362108e+001	(-2.00047814370495e+001dB,8.09933709250488e+001°)
3.99944749761064e+001	(-1.99853008953611e+001dB,8.09717788351231e+001°)
4.00866717627269e+001	(-1.99658226925395e+001dB,8.09501422579588e+001°)
4.01790810848906e+001	(-1.99463468387986e+001dB,8.09284611015323e+001°)
4.02717034325425e+001	(-1.99268733443938e+001dB,8.09067352737322e+001°)
4.03645392967571e+001	(-1.99074022196236e+001dB,8.08849646823607e+001°)
4.04575891697408e+001	(-1.98879334748284e+001dB,8.08631492351334e+001°)
4.05508535448350e+001	(-1.98684671203923e+001dB,8.08412888396800e+001°)
4.06443329165178e+001	(-1.98490031667410e+001dB,8.08193834035445e+001°)
4.07380277804078e+001	(-1.98295416243437e+001dB,8.07974328341863e+001°)
4.08319386332658e+001	(-1.98100825037130e+001dB,8.07754370389797e+001°)
4.09260659729976e+001	(-1.97906258154043e+001dB,8.07533959252154e+001°)
4.10204102986572e+001	(-1.97711715700163e+001dB,8.07313094001004e+001°)
4.11149721104487e+001	(-1.97517197781921e+001dB,8.07091773707585e+001°)
4.12097519097295e+001	(-1.97322704506175e+001dB,8.06869997442312e+001°)
4.13047501990126e+001	(-1.97128235980229e+001dB,8.06647764274777e+001°)
4.13999674819695e+001	(-1.96933792311824e+001dB,8.06425073273756e+001°)
4.14954042634328e+001	(-1.96739373609148e+001dB,8.06201923507218e+001°)
4.15910610493987e+001	(-1.96544979980823e+001dB,8.05978314042323e+001°)
4.16869383470300e+001	(-1.96350611535927e+001dB,8.05754243945434e+001°)
4.17830366646586e+001	(-1.96156268383976e+001dB,8.05529712282118e+001°)
4.18793565117883e+001	(-1.95961950634936e+001dB,8.05304718117151e+001°)
4.19758983990972e+001	(-1.95767658399226e+001dB,8.05079260514529e+001°)
4.20726628384408e+001	(-1.95573391787714e+001dB,8.04853338537467e+001°)
4.21696503428546e+001	(-1.95379150911722e+001dB,8.04626951248409e+001°)
4.22668614265567e+001	(-1.95184935883026e+001dB,8.04400097709030e+001°)
4.23642966049505e+001	(-1.94990746813853e+001dB,8.04172776980245e+001°)
4.24619563946276e+001	(-1.94796583816896e+001dB,8.03944988122213e+001°)
4.25598413133707e+001	(-1.94602447005304e+001dB,8.03716730194342e+001°)
4.26579518801556e+001	(-1.94408336492684e+001dB,8.03488002255297e+001°)
4.27562886151549e+001	(-1.94214252393106e+001dB,8.03258803363004e+001°)
4.28548520397403e+001	(-1.94020194821109e+001dB,8.03029132574657e+001°)
4.29536426764850e+001	(-1.93826163891690e+001dB,8.02798988946725e+001°)
4.30526610491674e+001	(-1.93632159720319e+001dB,8.02568371534953e+001°)
4.31519076827728e+001	(-1.93438182422930e+001dB,8.02337279394376e+001°)
4.32513831034971e+001	(-1.93244232115932e+001dB,8.02105711579320e+001°)
4.33510878387492e+001	(-1.93050308916202e+001dB,8.01873667143407e+001°)
4.34510224171534e+001	(-1.92856412941093e+001dB,8.01641145139566e+001°)
4.35511873685531e+001	(-1.92662544308434e+001dB,8.01408144620036e+001°)
4.36515832240128e+001	(-1.92468703136524e+001dB,8.01174664636375e+001°)
4.37522105158214e+001	(-1.92274889544147e+001dB,8.00940704239462e+001°)
4.38530697774948e+001	(-1.92081103650569e+001dB,8.00706262479510e+001°)
4.39541615437787e+001	(-1.91887345575527e+001dB,8.00471338406065e+001°)
4.40554863506515e+001	(-1.91693615439252e+001dB,8.00235931068020e+001°)
4.41570447353274e+001	(-1.91499913362456e+001dB,8.00000039513618e+001°)
4.42588372362588e+001	(-1.91306239466335e+001dB,7.99763662790458e+001°)
4.43608643931394e+001	(-1.91112593872575e+001dB,7.99526799945504e+001°)
4.44631267469070e+001	(-1.90918976703353e+001dB,7.99289450025091e+001°)
4.45656248397465e+001	(-1.90725388081334e+001dB,7.99051612074933e+001°)
4.46683592150924e+001	(-1.90531828129682e+001dB,7.98813285140127e+001°)
4.47713304176324e+001	(-1.90338296972048e+001dB,7.98574468265163e+001°)
4.48745389933093e+001	(-1.90144794732586e+001dB,7.98335160493933e+001°)
4.49779854893249e+001	(-1.89951321535939e+001dB,7.98095360869733e+001°)
4.50816704541421e+001	(-1.89757877507262e+001dB,7.97855068435273e+001°)
4.51855944374883e+001	(-1.89564462772198e+001dB,7.97614282232685e+001°)
4.52897579903581e+001	(-1.89371077456905e+001dB,7.97373001303532e+001°)
4.53941616650164e+001	(-1.89177721688033e+001dB,7.97131224688809e+001°)
4.54988060150009e+001	(-1.88984395592753e+001dB,7.96888951428959e+001°)
4.56036915951256e+001	(-1.88791099298730e+001dB,7.96646180563875e+001°)
4.57088189614835e+001	(-1.88597832934145e+001dB,7.96402911132910e+001°)
4.58141886714494e+001	(-1.88404596627688e+001dB,7.96159142174881e+001°)
4.59198012836829e+001	(-1.88211390508566e+001dB,7.95914872728086e+001°)
4.60256573581316e+001	(-1.88018214706494e+001dB,7.95670101830302e+001°)
4.61317574560339e+001	(-1.87825069351709e+001dB,7.95424828518796e+001°)
4.62381021399220e+001	(-1.87631954574961e+001dB,7.95179051830337e+001°)
4.63446919736248e+001	(-1.87438870507524e+001dB,7.94932770801200e+001°)
4.64515275222709e+001	(-1.87245817281186e+001dB,7.94685984467175e+001°)
4.65586093522918e+001	(-1.87052795028268e+001dB,7.94438691863575e+001°)
4.66659380314248e+001	(-1.86859803881606e+001dB,7.94190892025247e+001°)
4.67735141287157e+001	(-1.86666843974568e+001dB,7.93942583986578e+001°)
4.68813382145224e+001	(-1.86473915441048e+001dB,7.93693766781502e+001°)
4.69894108605174e+001	(-1.86281018415466e+001dB,7.93444439443512e+001°)
4.70977326396912e+001	(-1.86088153032782e+001dB,7.93194601005668e+001°)
4.72063041263549e+001	(-1.85895319428477e+001dB,7.92944250500603e+001°)
4.73151258961439e+001	(-1.85702517738578e+001dB,7.92693386960536e+001°)
4.74241985260203e+001	(-1.85509748099641e+001dB,7.92442009417275e+001°)
4.75335225942763e+001	(-1.85317010648762e+001dB,7.92190116902233e+001°)
4.76430986805374e+001	(-1.85124305523577e+001dB,7.91937708446432e+001°)
4.77529273657649e+001	(-1.84931632862263e+001dB,7.91684783080514e+001°)
4.78630092322596e+001	(-1.84738992803540e+001dB,7.91431339834748e+001°)
4.79733448636647e+001	(-1.84546385486670e+001dB,7.91177377739043e+001°)
4.80839348449686e+001	(-1.84353811051471e+001dB,7.90922895822955e+001°)
4.81947797625085e+001	(-1.84161269638295e+001dB,7.90667893115696e+001°)
4.83058802039730e+001	(-1.83968761388053e+001dB,7.90412368646144e+001°)
4.84172367584057e+001	(-1.83776286442206e+001dB,7.90156321442854e+001°)
4.85288500162078e+001	(-1.83583844942768e+001dB,7.89899750534065e+001°)
4.86407205691419e+001	(-1.83391437032307e+001dB,7.89642654947712e+001°)
4.87528490103343e+001	(-1.83199062853948e+001dB,7.89385033711433e+001°)
4.88652359342790e+001	(-1.83006722551376e+001dB,7.89126885852583e+001°)
4.89778819368403e+001	(-1.82814416268830e+001dB,7.88868210398239e+001°)
4.90907876152560e+001	(-1.82622144151119e+001dB,7.88609006375215e+001°)
4.92039535681407e+001	(-1.82429906343609e+001dB,7.88349272810069e+001°)
4.93173803954892e+001	(-1.82237702992237e+001dB,7.88089008729112e+001°)
4.94310686986791e+001	(-1.82045534243500e+001dB,7.87828213158424e+001°)
4.95450190804746e+001	(-1.81853400244468e+001dB,7.87566885123857e+001°)
4.96592321450292e+001	(-1.81661301142781e+001dB,7.87305023651049e+001°)
4.97737084978892e+001	(-1.81469237086647e+001dB,7.87042627765436e+001°)
4.98884487459968e+001	(-1.81277208224856e+001dB,7.86779696492261e+001°)
5.00034534976934e+001	(-1.81085214706765e+001dB,7.86516228856584e+001°)
5.01187233627228e+001	(-1.80893256682314e+001dB,7.86252223883293e+001°)
5.02342589522342e+001	(-1.80701334302015e+001dB,7.85987680597114e+001°)
5.03500608787860e+001	(-1.80509447716967e+001dB,7.85722598022626e+001°)
5.04661297563483e+001	(-1.80317597078848e+001dB,7.85456975184268e+001°)
5.05824662003069e+001	(-1.80125782539920e+001dB,7.85190811106350e+001°)
5.06990708274659e+001	(-1.79934004253035e+001dB,7.84924104813066e+001°)
5.08159442560515e+001	(-1.79742262371626e+001dB,7.84656855328506e+001°)
5.09330871057150e+001	(-1.79550557049721e+001dB,7.84389061676664e+001°)
5.10504999975361e+001	(-1.79358888441930e+001dB,7.84120722881451e+001°)
5.11681835540262e+001	(-1.79167256703467e+001dB,7.83851837966710e+001°)
5.12861383991319e+001	(-1.78975661990130e+001dB,7.83582405956220e+001°)
5.14043651582380e+001	(-1.78784104458321e+001dB,7.83312425873717e+001°)
5.15228644581710e+001	(-1.78592584265033e+001dB,7.83041896742897e+001°)
5.16416369272025e+001	(-1.78401101567864e+001dB,7.82770817587434e+001°)
5.17606831950521e+001	(-1.78209656525008e+001dB,7.82499187430987e+001°)
5.18800038928915e+001	(-1.78018249295269e+001dB,7.82227005297219e+001°)
5.19995996533469e+001	(-1.77826880038046e+001dB,7.81954270209801e+001°)
5.21194711105034e+001	(-1.77635548913350e+001dB,7.81680981192430e+001°)
5.22396188999073e+001	(-1.77444256081800e+001dB,7.81407137268839e+001°)
5.23600436585703e+001	(-1.77253001704624e+001dB,7.81132737462811e+001°)
5.24807460249725e+001	(-1.77061785943658e+001dB,7.80857780798186e+001°)
5.26017266390659e+001	(-1.76870608961359e+001dB,7.80582266298882e+001°)
5.27229861422775e+001	(-1.76679470920787e+001dB,7.80306192988903e+001°)
5.28445251775133e+001	(-1.76488371985632e+001dB,7.80029559892351e+001°)
5.29663443891610e+001	(-1.76297312320191e+001dB,7.79752366033440e+001°)
5.30884444230940e+001	(-1.76106292089388e+001dB,7.79474610436510e+001°)
5.32108259266746e+001	(-1.75915311458764e+001dB,7.79196292126038e+001°)
5.33334895487573e+001	(-1.75724370594487e+001dB,7.78917410126654e+001°)
5.34564359396923e+001	(-1.75533469663346e+001dB,7.78637963463149e+001°)
5.35796657513293e+001	(-1.75342608832760e+001dB,7.78357951160496e+001°)
5.37031796370204e+001	(-1.75151788270775e+001dB,7.78077372243855e+001°)
5.38269782516240e+001	(-1.74961008146067e+001dB,7.77796225738593e+001°)
5.39510622515079e+001	(-1.74770268627945e+001dB,7.77514510670294e+001°)
5.40754322945532e+001	(-1.74579569886350e+001dB,7.77232226064775e+001°)
5.42000890401575e+001	(-1.74388912091858e+001dB,7.76949370948099e+001°)
5.43250331492384e+001	(-1.74198295415685e+001dB,7.76665944346586e+001°)
5.44502652842372e+001	(-1.74007720029681e+001dB,7.76381945286832e+001°)
5.45757861091221e+001	(-1.73817186106340e+001dB,7.76097372795719e+001°)
5.47015962893922e+001	(-1.73626693818794e+001dB,7.75812225900432e+001°)
5.48276964920804e+001	(-1.73436243340825e+001dB,7.75526503628471e+001°)
5.49540873857574e+001	(-1.73245834846853e+001dB,7.75240205007667e+001°)
5.50807696405353e+001	(-1.73055468511948e+001dB,7.74953329066195e+001°)
5.52077439280707e+001	(-1.72865144511831e+001dB,7.74665874832590e+001°)
5.53350109215686e+001	(-1.72674863022870e+001dB,7.74377841335762e+001°)
5.54625712957860e+001	(-1.72484624222088e+001dB,7.74089227605008e+001°)
5.55904257270353e+001	(-1.72294428287156e+001dB,7.73800032670028e+001°)
5.57185748931879e+001	(-1.72104275396408e+001dB,7.73510255560945e+001°)
5.58470194736780e+001	(-1.71914165728829e+001dB,7.73219895308310e+001°)
5.59757601495059e+001	(-1.71724099464067e+001dB,7.72928950943127e+001°)
5.61047976032419e+001	(-1.71534076782427e+001dB,7.72637421496862e+001°)
5.62341325190298e+001	(-1.71344097864877e+001dB,7.72345306001462e+001°)
5.63637655825903e+001	(-1.71154162893050e+001dB,7.72052603489366e+001°)
5.64936974812251e+001	(-1.70964272049243e+001dB,7.71759312993527e+001°)
5.66239289038201e+001	(-1.70774425516418e+001dB,7.71465433547422e+001°)
5.67544605408495e+001	(-1.70584623478212e+001dB,7.71170964185070e+001°)
5.68852930843789e+001	(-1.70394866118921e+001dB,7.70875903941049e+001°)
5.70164272280695e+001	(-1.70205153623527e+001dB,7.70580251850509e+001°)
5.71478636671814e+001	(-1.70015486177676e+001dB,7.70284006949191e+001°)
5.72796030985776e+001	(-1.69825863967688e+001dB,7.69987168273442e+001°)
5.74116462207274e+001	(-1.69636287180567e+001dB,7.69689734860230e+001°)
5.75439937337104e+001	(-1.69446756003990e+001dB,7.69391705747164e+001°)
5.76766463392197e+001	(-1.69257270626316e+001dB,7.69093079972506e+001°)
5.78096047405665e+001	(-1.69067831236585e+001dB,7.68793856575191e+001°)
5.79428696426827e+001	(-1.68878438024521e+001dB,7.68494034594841e+001°)
5.80764417521258e+001	(-1.68689091180532e+001dB,7.68193613071786e+001°)
5.82103217770817e+001	(-1.68499790895711e+001dB,7.67892591047075e+001°)
5.83445104273691e+001	(-1.68310537361844e+001dB,7.67590967562498e+001°)
5.84790084144426e+001	(-1.68121330771400e+001dB,7.67288741660602e+001°)
5.86138164513974e+001	(-1.67932171317543e+001dB,7.66985912384706e+001°)
5.87489352529722e+001	(-1.67743059194130e+001dB,7.66682478778921e+001°)
5.88843655355534e+001	(-1.67553994595714e+001dB,7.66378439888166e+001°)
5.90201080171789e+001	(-1.67364977717536e+001dB,7.66073794758186e+001°)
