Freq.	V(vo)/V(vi)
3.51560440528231e+003	(-4.15288015945659e+000dB,3.97942716741658e+000°)
3.52370871042420e+003	(-4.15278406556906e+000dB,3.97030481776996e+000°)
3.53183169791890e+003	(-4.15268841108110e+000dB,3.96120324980892e+000°)
3.53997341083367e+003	(-4.15259319399316e+000dB,3.95212241711545e+000°)
3.54813389233508e+003	(-4.15249841231489e+000dB,3.94306227336899e+000°)
3.55631318568918e+003	(-4.15240406406457e+000dB,3.93402277234620e+000°)
3.56451133426176e+003	(-4.15231014726914e+000dB,3.92500386792074e+000°)
3.57272838151861e+003	(-4.15221665996558e+000dB,3.91600551406335e+000°)
3.58096437102568e+003	(-4.15212360019821e+000dB,3.90702766484139e+000°)
3.58921934644937e+003	(-4.15203096602137e+000dB,3.89807027441891e+000°)
3.59749335155674e+003	(-4.15193875549761e+000dB,3.88913329705638e+000°)
3.60578643021574e+003	(-4.15184696669818e+000dB,3.88021668711053e+000°)
3.61409862639544e+003	(-4.15175559770337e+000dB,3.87132039903425e+000°)
3.62242998416629e+003	(-4.15166464660183e+000dB,3.86244438737635e+000°)
3.63078054770032e+003	(-4.15157411149104e+000dB,3.85358860678148e+000°)
3.63915036127138e+003	(-4.15148399047693e+000dB,3.84475301198985e+000°)
3.64753946925538e+003	(-4.15139428167402e+000dB,3.83593755783722e+000°)
3.65594791613055e+003	(-4.15130498320520e+000dB,3.82714219925466e+000°)
3.66437574647763e+003	(-4.15121609320195e+000dB,3.81836689126833e+000°)
3.67282300498014e+003	(-4.15112760980436e+000dB,3.80961158899945e+000°)
3.68128973642461e+003	(-4.15103953116067e+000dB,3.80087624766403e+000°)
3.68977598570080e+003	(-4.15095185542754e+000dB,3.79216082257280e+000°)
3.69828179780195e+003	(-4.15086458076995e+000dB,3.78346526913092e+000°)
3.70680721782505e+003	(-4.15077770536102e+000dB,3.77478954283794e+000°)
3.71535229097101e+003	(-4.15069122738255e+000dB,3.76613359928764e+000°)
3.72391706254497e+003	(-4.15060514502395e+000dB,3.75749739416772e+000°)
3.73250157795649e+003	(-4.15051945648351e+000dB,3.74888088325985e+000°)
3.74110588271982e+003	(-4.15043415996708e+000dB,3.74028402243934e+000°)
3.74973002245412e+003	(-4.15034925368863e+000dB,3.73170676767501e+000°)
3.75837404288372e+003	(-4.15026473587076e+000dB,3.72314907502918e+000°)
3.76703798983837e+003	(-4.15018060474312e+000dB,3.71461090065727e+000°)
3.77572190925344e+003	(-4.15009685854463e+000dB,3.70609220080781e+000°)
3.78442584717021e+003	(-4.15001349552109e+000dB,3.69759293182224e+000°)
3.79314984973609e+003	(-4.14993051392655e+000dB,3.68911305013462e+000°)
3.80189396320488e+003	(-4.14984791202312e+000dB,3.68065251227178e+000°)
3.81065823393700e+003	(-4.14976568808076e+000dB,3.67221127485282e+000°)
3.81944270839973e+003	(-4.14968384037701e+000dB,3.66378929458913e+000°)
3.82824743316749e+003	(-4.14960236719732e+000dB,3.65538652828415e+000°)
3.83707245492205e+003	(-4.14952126683493e+000dB,3.64700293283334e+000°)
3.84591782045280e+003	(-4.14944053759097e+000dB,3.63863846522386e+000°)
3.85478357665698e+003	(-4.14936017777367e+000dB,3.63029308253450e+000°)
3.86366977053995e+003	(-4.14928018569937e+000dB,3.62196674193545e+000°)
3.87257644921543e+003	(-4.14920055969214e+000dB,3.61365940068824e+000°)
3.88150365990574e+003	(-4.14912129808329e+000dB,3.60537101614554e+000°)
3.89045144994206e+003	(-4.14904239921175e+000dB,3.59710154575093e+000°)
3.89941986676468e+003	(-4.14896386142398e+000dB,3.58885094703881e+000°)
3.90840895792327e+003	(-4.14888568307410e+000dB,3.58061917763423e+000°)
3.91741877107708e+003	(-4.14880786252354e+000dB,3.57240619525274e+000°)
3.92644935399524e+003	(-4.14873039814093e+000dB,3.56421195770015e+000°)
3.93550075455702e+003	(-4.14865328830268e+000dB,3.55603642287251e+000°)
3.94457302075202e+003	(-4.14857653139206e+000dB,3.54787954875576e+000°)
3.95366620068052e+003	(-4.14850012580027e+000dB,3.53974129342582e+000°)
3.96278034255363e+003	(-4.14842406992519e+000dB,3.53162161504817e+000°)
3.97191549469364e+003	(-4.14834836217249e+000dB,3.52352047187791e+000°)
3.98107170553420e+003	(-4.14827300095452e+000dB,3.51543782225939e+000°)
3.99024902362065e+003	(-4.14819798469121e+000dB,3.50737362462624e+000°)
3.99944749761020e+003	(-4.14812331180928e+000dB,3.49932783750105e+000°)
4.00866717627225e+003	(-4.14804898074309e+000dB,3.49130041949536e+000°)
4.01790810848862e+003	(-4.14797498993359e+000dB,3.48329132930942e+000°)
4.02717034325381e+003	(-4.14790133782904e+000dB,3.47530052573198e+000°)
4.03645392967527e+003	(-4.14782802288471e+000dB,3.46732796764027e+000°)
4.04575891697364e+003	(-4.14775504356269e+000dB,3.45937361399966e+000°)
4.05508535448305e+003	(-4.14768239833243e+000dB,3.45143742386370e+000°)
4.06443329165134e+003	(-4.14761008566977e+000dB,3.44351935637378e+000°)
4.07380277804034e+003	(-4.14753810405754e+000dB,3.43561937075904e+000°)
4.08319386332613e+003	(-4.14746645198632e+000dB,3.42773742633633e+000°)
4.09260659729932e+003	(-4.14739512795222e+000dB,3.41987348250984e+000°)
4.10204102986527e+003	(-4.14732413045906e+000dB,3.41202749877103e+000°)
4.11149721104443e+003	(-4.14725345801710e+000dB,3.40419943469855e+000°)
4.12097519097250e+003	(-4.14718310914314e+000dB,3.39638924995796e+000°)
4.13047501990081e+003	(-4.14711308236133e+000dB,3.38859690430165e+000°)
4.13999674819650e+003	(-4.14704337620195e+000dB,3.38082235756863e+000°)
4.14954042634282e+003	(-4.14697398920202e+000dB,3.37306556968437e+000°)
4.15910610493941e+003	(-4.14690491990570e+000dB,3.36532650066081e+000°)
4.16869383470254e+003	(-4.14683616686265e+000dB,3.35760511059582e+000°)
4.17830366646541e+003	(-4.14676772863041e+000dB,3.34990135967350e+000°)
4.18793565117837e+003	(-4.14669960377214e+000dB,3.34221520816365e+000°)
4.19758983990926e+003	(-4.14663179085802e+000dB,3.33454661642184e+000°)
4.20726628384362e+003	(-4.14656428846419e+000dB,3.32689554488915e+000°)
4.21696503428500e+003	(-4.14649709517362e+000dB,3.31926195409206e+000°)
4.22668614265521e+003	(-4.14643020957579e+000dB,3.31164580464218e+000°)
4.23642966049459e+003	(-4.14636363026628e+000dB,3.30404705723629e+000°)
4.24619563946230e+003	(-4.14629735584721e+000dB,3.29646567265598e+000°)
4.25598413133660e+003	(-4.14623138492699e+000dB,3.28890161176770e+000°)
4.26579518801510e+003	(-4.14616571612060e+000dB,3.28135483552234e+000°)
4.27562886151503e+003	(-4.14610034804842e+000dB,3.27382530495526e+000°)
4.28548520397356e+003	(-4.14603527933857e+000dB,3.26631298118622e+000°)
4.29536426764803e+003	(-4.14597050862367e+000dB,3.25881782541890e+000°)
4.30526610491627e+003	(-4.14590603454386e+000dB,3.25133979894106e+000°)
4.31519076827681e+003	(-4.14584185574503e+000dB,3.24387886312423e+000°)
4.32513831034924e+003	(-4.14577797087924e+000dB,3.23643497942354e+000°)
4.33510878387444e+003	(-4.14571437860416e+000dB,3.22900810937765e+000°)
4.34510224171487e+003	(-4.14565107758446e+000dB,3.22159821460855e+000°)
4.35511873685484e+003	(-4.14558806648998e+000dB,3.21420525682138e+000°)
4.36515832240081e+003	(-4.14552534399754e+000dB,3.20682919780430e+000°)
4.37522105158167e+003	(-4.14546290878904e+000dB,3.19946999942836e+000°)
4.38530697774900e+003	(-4.14540075955259e+000dB,3.19212762364720e+000°)
4.39541615437739e+003	(-4.14533889498273e+000dB,3.18480203249717e+000°)
4.40554863506467e+003	(-4.14527731377978e+000dB,3.17749318809689e+000°)
4.41570447353226e+003	(-4.14521601464933e+000dB,3.17020105264726e+000°)
4.42588372362540e+003	(-4.14515499630370e+000dB,3.16292558843125e+000°)
4.43608643931346e+003	(-4.14509425746031e+000dB,3.15566675781375e+000°)
4.44631267469022e+003	(-4.14503379684301e+000dB,3.14842452324142e+000°)
4.45656248397416e+003	(-4.14497361318092e+000dB,3.14119884724251e+000°)
4.46683592150876e+003	(-4.14491370520936e+000dB,3.13398969242679e+000°)
4.47713304176275e+003	(-4.14485407166954e+000dB,3.12679702148526e+000°)
4.48745389933044e+003	(-4.14479471130735e+000dB,3.11962079719009e+000°)
4.49779854893200e+003	(-4.14473562287542e+000dB,3.11246098239445e+000°)
4.50816704541372e+003	(-4.14467680513205e+000dB,3.10531754003239e+000°)
4.51855944374834e+003	(-4.14461825684031e+000dB,3.09819043311852e+000°)
4.52897579903532e+003	(-4.14455997676978e+000dB,3.09107962474808e+000°)
4.53941616650114e+003	(-4.14450196369507e+000dB,3.08398507809666e+000°)
4.54988060149959e+003	(-4.14444421639652e+000dB,3.07690675642012e+000°)
4.56036915951207e+003	(-4.14438673366028e+000dB,3.06984462305425e+000°)
4.57088189614785e+003	(-4.14432951427747e+000dB,3.06279864141494e+000°)
4.58141886714444e+003	(-4.14427255704529e+000dB,3.05576877499762e+000°)
4.59198012836779e+003	(-4.14421586076573e+000dB,3.04875498737751e+000°)
4.60256573581266e+003	(-4.14415942424702e+000dB,3.04175724220921e+000°)
4.61317574560289e+003	(-4.14410324630209e+000dB,3.03477550322661e+000°)
4.62381021399170e+003	(-4.14404732574958e+000dB,3.02780973424277e+000°)
4.63446919736197e+003	(-4.14399166141368e+000dB,3.02085989914970e+000°)
4.64515275222658e+003	(-4.14393625212367e+000dB,3.01392596191830e+000°)
4.65586093522867e+003	(-4.14388109671389e+000dB,3.00700788659811e+000°)
4.66659380314197e+003	(-4.14382619402467e+000dB,3.00010563731730e+000°)
4.67735141287106e+003	(-4.14377154290104e+000dB,2.99321917828227e+000°)
4.68813382145173e+003	(-4.14371714219353e+000dB,2.98634847377781e+000°)
4.69894108605123e+003	(-4.14366299075800e+000dB,2.97949348816669e+000°)
4.70977326396860e+003	(-4.14360908745493e+000dB,2.97265418588962e+000°)
4.72063041263498e+003	(-4.14355543115046e+000dB,2.96583053146506e+000°)
4.73151258961387e+003	(-4.14350202071624e+000dB,2.95902248948925e+000°)
4.74241985260151e+003	(-4.14344885502814e+000dB,2.95223002463566e+000°)
4.75335225942712e+003	(-4.14339593296784e+000dB,2.94545310165528e+000°)
4.76430986805322e+003	(-4.14334325342182e+000dB,2.93869168537615e+000°)
4.77529273657597e+003	(-4.14329081528171e+000dB,2.93194574070341e+000°)
4.78630092322544e+003	(-4.14323861744416e+000dB,2.92521523261905e+000°)
4.79733448636594e+003	(-4.14318665881086e+000dB,2.91850012618171e+000°)
4.80839348449634e+003	(-4.14313493828846e+000dB,2.91180038652669e+000°)
4.81947797625032e+003	(-4.14308345478835e+000dB,2.90511597886567e+000°)
4.83058802039677e+003	(-4.14303220722744e+000dB,2.89844686848659e+000°)
4.84172367584004e+003	(-4.14298119452707e+000dB,2.89179302075351e+000°)
4.85288500162025e+003	(-4.14293041561374e+000dB,2.88515440110651e+000°)
4.86407205691365e+003	(-4.14287986941849e+000dB,2.87853097506141e+000°)
4.87528490103290e+003	(-4.14282955487792e+000dB,2.87192270820975e+000°)
4.88652359342737e+003	(-4.14277947093239e+000dB,2.86532956621855e+000°)
4.89778819368349e+003	(-4.14272961652834e+000dB,2.85875151483028e+000°)
4.90907876152506e+003	(-4.14267999061603e+000dB,2.85218851986257e+000°)
4.92039535681353e+003	(-4.14263059215090e+000dB,2.84564054720815e+000°)
4.93173803954838e+003	(-4.14258142009318e+000dB,2.83910756283462e+000°)
4.94310686986737e+003	(-4.14253247340727e+000dB,2.83258953278444e+000°)
4.95450190804692e+003	(-4.14248375106331e+000dB,2.82608642317468e+000°)
4.96592321450237e+003	(-4.14243525203541e+000dB,2.81959820019689e+000°)
4.97737084978837e+003	(-4.14238697530235e+000dB,2.81312483011687e+000°)
4.98884487459913e+003	(-4.14233891984766e+000dB,2.80666627927474e+000°)
5.00034534976879e+003	(-4.14229108465951e+000dB,2.80022251408458e+000°)
5.01187233627173e+003	(-4.14224346873096e+000dB,2.79379350103441e+000°)
5.02342589522287e+003	(-4.14219607105931e+000dB,2.78737920668599e+000°)
5.03500608787805e+003	(-4.14214889064644e+000dB,2.78097959767457e+000°)
5.04661297563428e+003	(-4.14210192649870e+000dB,2.77459464070902e+000°)
5.05824662003013e+003	(-4.14205517762740e+000dB,2.76822430257143e+000°)
5.06990708274603e+003	(-4.14200864304768e+000dB,2.76186855011698e+000°)
5.08159442560459e+003	(-4.14196232177991e+000dB,2.75552735027407e+000°)
5.09330871057094e+003	(-4.14191621284833e+000dB,2.74920067004378e+000°)
5.10504999975305e+003	(-4.14187031528162e+000dB,2.74288847649994e+000°)
5.11681835540206e+003	(-4.14182462811371e+000dB,2.73659073678903e+000°)
5.12861383991263e+003	(-4.14177915038158e+000dB,2.73030741812994e+000°)
5.14043651582324e+003	(-4.14173388112793e+000dB,2.72403848781379e+000°)
5.15228644581654e+003	(-4.14168881939880e+000dB,2.71778391320387e+000°)
5.16416369271968e+003	(-4.14164396424533e+000dB,2.71154366173554e+000°)
5.17606831950464e+003	(-4.14159931472244e+000dB,2.70531770091586e+000°)
5.18800038928858e+003	(-4.14155486988936e+000dB,2.69910599832378e+000°)
5.19995996533412e+003	(-4.14151062881007e+000dB,2.69290852160967e+000°)
5.21194711104976e+003	(-4.14146659055252e+000dB,2.68672523849540e+000°)
5.22396188999015e+003	(-4.14142275418894e+000dB,2.68055611677404e+000°)
5.23600436585646e+003	(-4.14137911879572e+000dB,2.67440112430991e+000°)
5.24807460249668e+003	(-4.14133568345341e+000dB,2.66826022903818e+000°)
5.26017266390601e+003	(-4.14129244724696e+000dB,2.66213339896502e+000°)
5.27229861422717e+003	(-4.14124940926529e+000dB,2.65602060216713e+000°)
5.28445251775075e+003	(-4.14120656860167e+000dB,2.64992180679193e+000°)
5.29663443891552e+003	(-4.14116392435335e+000dB,2.64383698105713e+000°)
5.30884444230882e+003	(-4.14112147562159e+000dB,2.63776609325082e+000°)
5.32108259266688e+003	(-4.14107922151192e+000dB,2.63170911173115e+000°)
5.33334895487514e+003	(-4.14103716113429e+000dB,2.62566600492627e+000°)
5.34564359396865e+003	(-4.14099529360159e+000dB,2.61963674133429e+000°)
5.35796657513234e+003	(-4.14095361803206e+000dB,2.61362128952279e+000°)
5.37031796370145e+003	(-4.14091213354704e+000dB,2.60761961812913e+000°)
5.38269782516180e+003	(-4.14087083927251e+000dB,2.60163169586006e+000°)
5.39510622515020e+003	(-4.14082973433792e+000dB,2.59565749149151e+000°)
5.40754322945472e+003	(-4.14078881787698e+000dB,2.58969697386869e+000°)
5.42000890401515e+003	(-4.14074808902735e+000dB,2.58375011190570e+000°)
5.43250331492324e+003	(-4.14070754693015e+000dB,2.57781687458551e+000°)
5.44502652842312e+003	(-4.14066719073111e+000dB,2.57189723095993e+000°)
5.45757861091161e+003	(-4.14062701957981e+000dB,2.56599115014922e+000°)
5.47015962893862e+003	(-4.14058703262893e+000dB,2.56009860134213e+000°)
5.48276964920744e+003	(-4.14054722903579e+000dB,2.55421955379572e+000°)
5.49540873857514e+003	(-4.14050760796125e+000dB,2.54835397683519e+000°)
5.50807696405293e+003	(-4.14046816856999e+000dB,2.54250183985379e+000°)
5.52077439280646e+003	(-4.14042891003054e+000dB,2.53666311231264e+000°)
5.53350109215625e+003	(-4.14038983151532e+000dB,2.53083776374064e+000°)
5.54625712957799e+003	(-4.14035093220012e+000dB,2.52502576373421e+000°)
5.55904257270292e+003	(-4.14031221126524e+000dB,2.51922708195729e+000°)
5.57185748931818e+003	(-4.14027366789397e+000dB,2.51344168814118e+000°)
5.58470194736718e+003	(-4.14023530127374e+000dB,2.50766955208437e+000°)
5.59757601494997e+003	(-4.14019711059534e+000dB,2.50191064365233e+000°)
5.61047976032357e+003	(-4.14015909505356e+000dB,2.49616493277751e+000°)
5.62341325190236e+003	(-4.14012125384698e+000dB,2.49043238945914e+000°)
5.63637655825841e+003	(-4.14008358617734e+000dB,2.48471298376305e+000°)
5.64936974812189e+003	(-4.14004609125061e+000dB,2.47900668582161e+000°)
5.66239289038139e+003	(-4.14000876827595e+000dB,2.47331346583359e+000°)
5.67544605408433e+003	(-4.13997161646614e+000dB,2.46763329406390e+000°)
5.68852930843727e+003	(-4.13993463503754e+000dB,2.46196614084358e+000°)
5.70164272280632e+003	(-4.13989782321074e+000dB,2.45631197656971e+000°)
5.71478636671752e+003	(-4.13986118020878e+000dB,2.45067077170510e+000°)
5.72796030985714e+003	(-4.13982470525908e+000dB,2.44504249677820e+000°)
5.74116462207212e+003	(-4.13978839759242e+000dB,2.43942712238325e+000°)
5.75439937337041e+003	(-4.13975225644273e+000dB,2.43382461917960e+000°)
5.76766463392134e+003	(-4.13971628104801e+000dB,2.42823495789207e+000°)
5.78096047405601e+003	(-4.13968047064919e+000dB,2.42265810931062e+000°)
5.79428696426764e+003	(-4.13964482449080e+000dB,2.41709404429013e+000°)
5.80764417521195e+003	(-4.13960934182107e+000dB,2.41154273375043e+000°)
5.82103217770754e+003	(-4.13957402189166e+000dB,2.40600414867604e+000°)
5.83445104273627e+003	(-4.13953886395705e+000dB,2.40047826011613e+000°)
5.84790084144362e+003	(-4.13950386727592e+000dB,2.39496503918435e+000°)
5.86138164513910e+003	(-4.13946903110996e+000dB,2.38946445705870e+000°)
5.87489352529658e+003	(-4.13943435472374e+000dB,2.38397648498135e+000°)
5.88843655355470e+003	(-4.13939983738626e+000dB,2.37850109425847e+000°)
5.90201080171725e+003	(-4.13936547836925e+000dB,2.37303825626039e+000°)
5.91561634175354e+003	(-4.13933127694738e+000dB,2.36758794242101e+000°)
5.92925324579880e+003	(-4.13929723239934e+000dB,2.36215012423803e+000°)
5.94292158615452e+003	(-4.13926334400676e+000dB,2.35672477327274e+000°)
5.95662143528890e+003	(-4.13922961105457e+000dB,2.35131186114969e+000°)
5.97035286583716e+003	(-4.13919603283085e+000dB,2.34591135955683e+000°)
5.98411595060198e+003	(-4.13916260862714e+000dB,2.34052324024520e+000°)
5.99791076255388e+003	(-4.13912933773858e+000dB,2.33514747502889e+000°)
6.01173737483156e+003	(-4.13909621946240e+000dB,2.32978403578488e+000°)
6.02559586074235e+003	(-4.13906325310001e+000dB,2.32443289445280e+000°)
6.03948629376257e+003	(-4.13903043795603e+000dB,2.31909402303507e+000°)
6.05340874753791e+003	(-4.13899777333738e+000dB,2.31376739359646e+000°)
6.06736329588382e+003	(-4.13896525855521e+000dB,2.30845297826419e+000°)
6.08135001278594e+003	(-4.13893289292301e+000dB,2.30315074922764e+000°)
6.09536897240045e+003	(-4.13890067575779e+000dB,2.29786067873832e+000°)
6.10942024905448e+003	(-4.13886860637991e+000dB,2.29258273910971e+000°)
6.12350391724649e+003	(-4.13883668411178e+000dB,2.28731690271719e+000°)
6.13762005164669e+003	(-4.13880490828041e+000dB,2.28206314199772e+000°)
6.15176872709743e+003	(-4.13877327821481e+000dB,2.27682142944997e+000°)
6.16595001861356e+003	(-4.13874179324728e+000dB,2.27159173763395e+000°)
6.18016400138290e+003	(-4.13871045271335e+000dB,2.26637403917110e+000°)
6.19441075076655e+003	(-4.13867925595136e+000dB,2.26116830674394e+000°)
6.20869034229937e+003	(-4.13864820230293e+000dB,2.25597451309620e+000°)
6.22300285169032e+003	(-4.13861729111259e+000dB,2.25079263103241e+000°)
6.23734835482292e+003	(-4.13858652172788e+000dB,2.24562263341800e+000°)
6.25172692775558e+003	(-4.13855589349884e+000dB,2.24046449317903e+000°)
6.26613864672207e+003	(-4.13852540577918e+000dB,2.23531818330214e+000°)
6.28058358813189e+003	(-4.13849505792544e+000dB,2.23018367683438e+000°)
6.29506182857069e+003	(-4.13846484929702e+000dB,2.22506094688317e+000°)
6.30957344480064e+003	(-4.13843477925552e+000dB,2.21994996661598e+000°)
6.32411851376090e+003	(-4.13840484716659e+000dB,2.21485070926041e+000°)
6.33869711256797e+003	(-4.13837505239850e+000dB,2.20976314810403e+000°)
6.35330931851614e+003	(-4.13834539432160e+000dB,2.20468725649397e+000°)
6.36795520907785e+003	(-4.13831587231023e+000dB,2.19962300783736e+000°)
6.38263486190418e+003	(-4.13828648574062e+000dB,2.19457037560060e+000°)
6.39734835482517e+003	(-4.13825723399276e+000dB,2.18952933330964e+000°)
6.41209576585030e+003	(-4.13822811644877e+000dB,2.18449985454971e+000°)
6.42687717316888e+003	(-4.13819913249373e+000dB,2.17948191296519e+000°)
6.44169265515045e+003	(-4.13817028151578e+000dB,2.17447548225945e+000°)
6.45654229034523e+003	(-4.13814156290569e+000dB,2.16948053619480e+000°)
6.47142615748451e+003	(-4.13811297605704e+000dB,2.16449704859245e+000°)
6.48634433548105e+003	(-4.13808452036614e+000dB,2.15952499333214e+000°)
6.50129690342957e+003	(-4.13805619523202e+000dB,2.15456434435217e+000°)
6.51628394060709e+003	(-4.13802800005637e+000dB,2.14961507564933e+000°)
6.53130552647338e+003	(-4.13799993424429e+000dB,2.14467716127862e+000°)
6.54636174067141e+003	(-4.13797199720259e+000dB,2.13975057535329e+000°)
6.56145266302771e+003	(-4.13794418834141e+000dB,2.13483529204458e+000°)
6.57657837355285e+003	(-4.13791650707369e+000dB,2.12993128558166e+000°)
6.59173895244186e+003	(-4.13788895281442e+000dB,2.12503853025150e+000°)
6.60693448007460e+003	(-4.13786152498181e+000dB,2.12015700039881e+000°)
6.62216503701626e+003	(-4.13783422299664e+000dB,2.11528667042582e+000°)
6.63743070401773e+003	(-4.13780704628224e+000dB,2.11042751479208e+000°)
6.65273156201605e+003	(-4.13777999426458e+000dB,2.10557950801464e+000°)
6.66806769213485e+003	(-4.13775306637229e+000dB,2.10074262466764e+000°)
6.68343917568477e+003	(-4.13772626203651e+000dB,2.09591683938224e+000°)
6.69884609416389e+003	(-4.13769958069112e+000dB,2.09110212684669e+000°)
6.71428852925814e+003	(-4.13767302177276e+000dB,2.08629846180592e+000°)
6.72976656284179e+003	(-4.13764658472002e+000dB,2.08150581906168e+000°)
6.74528027697783e+003	(-4.13762026897469e+000dB,2.07672417347222e+000°)
6.76082975391843e+003	(-4.13759407398090e+000dB,2.07195349995228e+000°)
6.77641507610536e+003	(-4.13756799918514e+000dB,2.06719377347294e+000°)
6.79203632617045e+003	(-4.13754204403667e+000dB,2.06244496906155e+000°)
6.80769358693601e+003	(-4.13751620798744e+000dB,2.05770706180151e+000°)
6.82338694141529e+003	(-4.13749049049107e+000dB,2.05298002683216e+000°)
6.83911647281288e+003	(-4.13746489100491e+000dB,2.04826383934880e+000°)
6.85488226452520e+003	(-4.13743940898776e+000dB,2.04355847460245e+000°)
6.87068440014090e+003	(-4.13741404390122e+000dB,2.03886390789969e+000°)
6.88652296344134e+003	(-4.13738879520939e+000dB,2.03418011460265e+000°)
6.90239803840099e+003	(-4.13736366237902e+000dB,2.02950707012889e+000°)
6.91830970918794e+003	(-4.13733864487915e+000dB,2.02484474995120e+000°)
6.93425806016426e+003	(-4.13731374218122e+000dB,2.02019312959749e+000°)
6.95024317588653e+003	(-4.13728895375877e+000dB,2.01555218465075e+000°)
6.96626514110625e+003	(-4.13726427908841e+000dB,2.01092189074888e+000°)
6.98232404077027e+003	(-4.13723971764834e+000dB,2.00630222358455e+000°)
6.99841996002129e+003	(-4.13721526892004e+000dB,2.00169315890508e+000°)
7.01455298419826e+003	(-4.13719093238658e+000dB,1.99709467251248e+000°)
7.03072319883688e+003	(-4.13716670753408e+000dB,1.99250674026303e+000°)
7.04693068967001e+003	(-4.13714259385031e+000dB,1.98792933806748e+000°)
7.06317554262816e+003	(-4.13711859082584e+000dB,1.98336244189079e+000°)
7.07945784383991e+003	(-4.13709469795349e+000dB,1.97880602775193e+000°)
7.09577767963242e+003	(-4.13707091472845e+000dB,1.97426007172382e+000°)
7.11213513653182e+003	(-4.13704724064788e+000dB,1.96972454993338e+000°)
7.12853030126372e+003	(-4.13702367521184e+000dB,1.96519943856125e+000°)
7.14496326075365e+003	(-4.13700021792189e+000dB,1.96068471384158e+000°)
7.16143410212754e+003	(-4.13697686828267e+000dB,1.95618035206218e+000°)
7.17794291271213e+003	(-4.13695362580050e+000dB,1.95168632956417e+000°)
7.19448978003550e+003	(-4.13693048998441e+000dB,1.94720262274201e+000°)
7.21107479182750e+003	(-4.13690746034529e+000dB,1.94272920804331e+000°)
7.22769803602020e+003	(-4.13688453639634e+000dB,1.93826606196874e+000°)
7.24435960074840e+003	(-4.13686171765319e+000dB,1.93381316107192e+000°)
7.26105957435004e+003	(-4.13683900363359e+000dB,1.92937048195929e+000°)
7.27779804536673e+003	(-4.13681639385742e+000dB,1.92493800129005e+000°)
7.29457510254417e+003	(-4.13679388784672e+000dB,1.92051569577586e+000°)
7.31139083483265e+003	(-4.13677148512584e+000dB,1.91610354218108e+000°)
7.32824533138752e+003	(-4.13674918522151e+000dB,1.91170151732233e+000°)
7.34513868156962e+003	(-4.13672698766228e+000dB,1.90730959806843e+000°)
7.36207097494583e+003	(-4.13670489197852e+000dB,1.90292776134046e+000°)
7.37904230128947e+003	(-4.13668289770368e+000dB,1.89855598411155e+000°)
7.39605275058084e+003	(-4.13666100437286e+000dB,1.89419424340668e+000°)
7.41310241300763e+003	(-4.13663921152278e+000dB,1.88984251630263e+000°)
7.43019137896547e+003	(-4.13661751869336e+000dB,1.88550077992798e+000°)
7.44731973905834e+003	(-4.13659592542581e+000dB,1.88116901146279e+000°)
7.46448758409911e+003	(-4.13657443126355e+000dB,1.87684718813867e+000°)
7.48169500510998e+003	(-4.13655303575244e+000dB,1.87253528723857e+000°)
7.49894209332300e+003	(-4.13653173843995e+000dB,1.86823328609674e+000°)
7.51622894018049e+003	(-4.13651053887603e+000dB,1.86394116209847e+000°)
7.53355563733560e+003	(-4.13648943661244e+000dB,1.85965889268020e+000°)
7.55092227665276e+003	(-4.13646843120309e+000dB,1.85538645532922e+000°)
7.56832895020817e+003	(-4.13644752220381e+000dB,1.85112382758364e+000°)
7.58577575029026e+003	(-4.13642670917275e+000dB,1.84687098703234e+000°)
7.60326276940023e+003	(-4.13640599166977e+000dB,1.84262791131474e+000°)
7.62079010025253e+003	(-4.13638536925694e+000dB,1.83839457812073e+000°)
7.63835783577531e+003	(-4.13636484149821e+000dB,1.83417096519052e+000°)
7.65596606911096e+003	(-4.13634440795937e+000dB,1.82995705031474e+000°)
7.67361489361659e+003	(-4.13632406820880e+000dB,1.82575281133412e+000°)
7.69130440286449e+003	(-4.13630382181610e+000dB,1.82155822613929e+000°)
7.70903469064269e+003	(-4.13628366835346e+000dB,1.81737327267109e+000°)
7.72680585095541e+003	(-4.13626360739471e+000dB,1.81319792891990e+000°)
7.74461797802357e+003	(-4.13624363851572e+000dB,1.80903217292600e+000°)
7.76247116628530e+003	(-4.13622376129396e+000dB,1.80487598277935e+000°)
7.78036551039641e+003	(-4.13620397530929e+000dB,1.80072933661917e+000°)
7.79830110523096e+003	(-4.13618428014353e+000dB,1.79659221263428e+000°)
7.81627804588166e+003	(-4.13616467538019e+000dB,1.79246458906268e+000°)
7.83429642766048e+003	(-4.13614516060454e+000dB,1.78834644419170e+000°)
7.85235634609907e+003	(-4.13612573540405e+000dB,1.78423775635757e+000°)
7.87045789694934e+003	(-4.13610639936790e+000dB,1.78013850394556e+000°)
7.88860117618389e+003	(-4.13608715208722e+000dB,1.77604866538990e+000°)
7.90678627999659e+003	(-4.13606799315510e+000dB,1.77196821917344e+000°)
7.92501330480306e+003	(-4.13604892216621e+000dB,1.76789714382772e+000°)
7.94328234724115e+003	(-4.13602993871728e+000dB,1.76383541793286e+000°)
7.96159350417152e+003	(-4.13601104240713e+000dB,1.75978302011733e+000°)
7.97994687267809e+003	(-4.13599223283567e+000dB,1.75573992905812e+000°)
7.99834255006861e+003	(-4.13597350960582e+000dB,1.75170612348025e+000°)
