Bode taken on 20092019-151651
0 points could not be taken due to noise in the signal.
Obtained data is as follows:
['Frequency', 'Vpp 1', 'Vpp 2', 'Phase', 'Ratio', 'Slope']
[1956.3983435170649, 1.0205, 0.586, 11.333333333333334, -4.8183078606799725, 0.0012664321814147956]
[2049.074689815848, 1.0226666666666666, 0.5843333333333333, 10.0, -4.861468783662969, -0.00046571670881206023]
[2146.1411978584038, 1.022, 0.5848333333333333, 10.0, -4.848375559338628, 0.00013488920729074348]
[2247.8058335487253, 1.0181666666666664, 0.5813333333333334, 10.0, -4.867872977429595, -0.0001917817140500868]
[2354.286414322418, 1.0213333333333334, 0.5843333333333333, 9.666666666666666, -4.850136897335429, 0.00016656633505654305]
[2465.811075822604, 1.0193333333333332, 0.5843333333333333, 9.0, -4.8331112996501275, 0.00015266217764106939]
[2582.6187606826775, 1.0213333333333334, 0.585, 8.923076923076923, -4.8402328031744695, -6.096776537325378e-05]
[2704.9597304631343, 1.0205, 0.5869999999999999, 8.3, -4.803498156089499, 0.0003002644751867797]
[2833.096101839324, 1.022, 0.587, 8.571428571428571, -4.816255891021589, -9.956372882321696e-05]
[2967.3024081888693, 1.0205, 0.587, 8.235294117647058, -4.803498156089497, 9.506062180762036e-05]
[3107.866187782014, 1.0225, 0.5893333333333333, 7.95, -4.786046214439753, 0.00012415674720940277]
[3255.08859983506, 1.0236666666666665, 0.5913333333333333, 6.709677419354839, -4.7665240189472255, 0.0001326034210436197]
[3409.285069746811, 1.0236666666666667, 0.5910000000000001, 5.611111111111111, -4.771421616843021, -3.176206237794326e-05]
[3570.7859649004627, 1.022, 0.5875999999999999, 6.433333333333334, -4.807382173609502, -0.00022266475199576047]
[3739.937302478798, 1.0193333333333332, 0.588, 5.653846153846154, -4.7787780056100075, 0.00016910400123941108]
[3917.1014908092607, 1.0205, 0.592, 4.708333333333333, -4.7298260465833915, 0.00027630843167529106]
[4102.658105827195, 1.0248333333333333, 0.591, 4.071428571428571, -4.781315235594986, -0.00027748506301765875]
[4297.00470432084, 1.022, 0.5903333333333333, 4.814814814814815, -4.767071786565634, 7.328890312334738e-05]
[4500.557675700497, 1.0216666666666667, 0.589, 4.214285714285714, -4.783878586953397, -8.256720731634901e-05]
[4713.753134116724, 1.019, 0.5896666666666667, 3.896551724137931, -4.751352116327313, 0.00015256643301744956]
[4937.047852839004, 1.0193333333333332, 0.5953333333333334, 3.84, -4.671120530475472, 0.0003593080316047612]
[5170.920242896761, 1.022333333333333, 0.5902, 4.035714285714286, -4.771866321977646, -0.00043077248869476966]
[5415.871378079471, 1.0208333333333333, 0.5906666666666666, 2.9642857142857144, -4.752247596431139, 8.009240509080777e-05]
[5672.426068491977, 1.0205, 0.5913333333333333, 2.923076923076923, -4.739612965520884, 4.924731989869338e-05]
[5941.133984965034, 1.0236666666666665, 0.59, 2.08, -4.786131001625245, -0.0001731174753425081]
[6222.570836730231, 1.0243333333333335, 0.5926666666666666, 2.0833333333333335, -4.75261607244367, 0.0001190850770656577]
[6517.339604882427, 1.027, 0.5961666666666666, 3.230769230769231, -4.724055076639045, 9.689288313570062e-05]
[6826.071834272386, 1.022, 0.5954999999999999, 3.0, -4.691382599597954, 0.00010582787908360023]
[7149.428986597577, 1.0198, 0.5949999999999999, 2.25, -4.679960838058106, 3.532243359306267e-05]
[7488.103857590023, 1.0218, 0.5923333333333334, 1.9642857142857142, -4.735994505212111, -0.00016544973351523024]
[7842.822061337682, 1.022, 0.5916666666666667, 2.310344827586207, -4.747475862544869, -3.2367544748071545e-05]
[8214.34358491943, 1.0205, 0.593, 2.0869565217391304, -4.7151663137565345, 8.696548312153216e-05]
[8603.464416684501, 1.019, 0.5923333333333333, 0.896551724137931, -4.712160218415746, 7.725351858323464e-06]
[9011.018251665018, 1.0193333333333332, 0.594, 1.8333333333333333, -4.690595627508906, 5.291225123147342e-05]
[9437.878277775382, 1.0225, 0.593, 1.7777777777777777, -4.732172466302336, -9.74015748728831e-05]
[9884.959046625587, 1.022, 0.5955, 2.0344827586206895, -4.691382599597953, 9.123601269919497e-05]
[10353.218432956615, 1.0169999999999997, 0.5923333333333334, 1.0769230769230769, -4.695095596742107, -7.929359779088825e-06]
[10843.65968689611, 1.0226666666666666, 0.5926, 1.1481481481481481, -4.739449068264971, -9.043584968962721e-05]
[11357.333583431051, 1.0181666666666664, 0.5923333333333334, 1.2222222222222223, -4.705054033254533, 6.695889209565552e-05]
[11895.340673703207, 1.022, 0.5955, 1.8461538461538463, -4.691382599597953, 2.5411251828790173e-05]
[12458.833642950081, 1.0181666666666664, 0.5950000000000001, 1.0, -4.666038180396324, 4.497734769521998e-05]
[13049.019780144015, 1.0191666666666668, 0.5943333333333333, 0.9310344827586207, -4.684302450659372, -3.0946627024968864e-05]
[13667.163564620074, 1.022, 0.5943333333333333, 1.3, -4.708416146860036, -3.90098498217578e-05]
[14314.589375234786, 1.0169999999999997, 0.593, 0.9259259259259259, -4.685325191169637, 3.566579415249829e-05]
[14992.684327860472, 1.0213333333333334, 0.5933333333333334, 1.0740740740740742, -4.717375173033448, -4.72647403430863e-05]
[15702.901247293776, 1.0181666666666664, 0.593, 0.6551724137931034, -4.695283627682064, 3.110534929104552e-05]
[16446.761779946628, 1.0213333333333334, 0.593, 0.7037037037037037, -4.722256257532828, -3.62603319664911e-05]
[17225.859653987874, 1.0181666666666664, 0.5949999999999999, 0.12, -4.666038180396328, 7.215791367122113e-05]
[18041.864093920718, 1.019, 0.5936666666666667, 0.20833333333333334, -4.692630385256905, -3.258830903268842e-05]
[18896.523396912115, 1.0205, 0.5943333333333333, 0.9583333333333334, -4.695658411927943, -3.542963448054551e-06]
[19791.668678535574, 1.0191666666666666, 0.595, 0.14285714285714285, -4.674564905202221, 2.3564338838346494e-05]
[20729.2177959537, 1.022, 0.5916666666666667, 0.7931034482758621, -4.747475862544869, -7.776761343814631e-05]
[21711.179456945054, 1.0169999999999997, 0.593, 0.0, -4.685325191169637, 6.329236042931316e-05]
[22739.657523579273, 1.019, 0.5934999999999999, 0.25925925925925924, -4.695069214316327, -9.47421579789014e-06]
[23816.855519761608, 1.0181666666666664, 0.5926, 0.18518518518518517, -4.70114455208667, -5.63994529499194e-06]
[24945.081352303165, 1.018, 0.5936666666666667, 0.19230769230769232, -4.684102265143177, 1.5105386219620384e-05]
[26126.752255633266, 1.0169999999999997, 0.5926, -0.08695652173913043, -4.691186115574244, -5.99477435815964e-06]
[27364.39997074672, 1.018, 0.593, 0.0, -4.693861692729547, -2.161824501940621e-06]
[28660.676169482504, 1.0173333333333332, 0.5936666666666666, 0.13333333333333333, -4.678412196391987, 1.1918367669349442e-05]
[30018.35813575592, 1.015, 0.5936666666666666, -0.7692307692307693, -4.658467550113013, 1.469021963495502e-05]
[31440.354715915, 1.0169999999999997, 0.593, -0.8461538461538461, -4.685325191169637, -1.8887275420605976e-05]
[32929.71255097148, 1.0170000000000001, 0.5910000000000001, -0.18518518518518517, -4.714669440829785, -1.9702618786058795e-05]
[34489.6226040576, 1.0169999999999997, 0.592, -0.1111111111111111, -4.699984923996493, 9.413694593633696e-06]
[36123.426997094306, 1.016, 0.5916666666666667, -0.8076923076923077, -4.696332105528999, 2.235774663761948e-06]
[37834.62617131933, 1.0146666666666666, 0.5909999999999999, -0.3333333333333333, -4.694718249952349, 9.431138122073266e-07]
[39626.88638701478, 1.014, 0.593, -0.3333333333333333, -4.659665232661092, 1.9557995532281624e-05]
[41504.047578504724, 1.019, 0.5923333333333334, -0.21428571428571427, -4.712160218415744, -2.7965092178890654e-05]
[43470.131581250265, 1.014, 0.5923333333333333, -0.8928571428571429, -4.669435638233562, 2.1730800984352267e-05]
[45529.35074866948, 1.0159999999999998, 0.5910000000000001, -0.25, -4.706124541332899, -1.7816900541635383e-05]
[47686.116977144746, 1.0118333333333334, 0.5910000000000001, -0.7931034482758621, -4.670430032160998, 1.6550013024423048e-05]
[49945.0511585514, 1.0158333333333331, 0.5910000000000001, -0.2413793103448276, -4.704699573790032, -1.5170668499820672e-05]
[52310.993080562585, 1.013, 0.5883333333333334, -0.20833333333333334, -4.719719807122028, -6.348521572849165e-06]
[54789.01179593945, 1.0146666666666666, 0.591, -0.13043478260869565, -4.694718249952348, 1.0089333472155943e-05]
[57384.416483023924, 1.013, 0.5903333333333333, -1.2222222222222223, -4.690242777797363, 1.7243831673942737e-06]
[60102.76782070388, 1.0103333333333333, 0.5896666666666667, -0.8846153846153846, -4.677162069157983, 4.8120007366463784e-06]
[62949.88990221888, 1.0128333333333333, 0.5903333333333333, -0.8695652173913043, -4.68881358986521, -4.0923853539242465e-06]
[65931.88271333542, 1.0114999999999998, 0.5875999999999999, -1.0384615384615385, -4.7176819997720925, -9.680911972444904e-06]
[69055.13520162331, 1.01, 0.5866666666666666, -1.0, -4.718599213763105, -2.9367269999856566e-07]
[72326.33896483533, 1.0091666666666665, 0.5866666666666666, -0.96, -4.711429680018802, 2.1917111446654006e-06]
[75752.5025877192, 1.0065, 0.5853333333333333, -0.6666666666666666, -4.70821044748504, 9.396026833803046e-07]
[79340.96665797492, 1.008, 0.586, -1.1481481481481481, -4.711258321828318, -8.493534513946403e-07]
[83099.41949353387, 1.0041666666666667, 0.584, -0.8, -4.707859075017257, 9.044271565416283e-07]
[87035.91361485166, 1.0015, 0.584, -0.7727272727272727, -4.684762130343913, 5.867389601387931e-06]
[91158.88299750836, 1.0045, 0.584, -0.3076923076923077, -4.71074187943737, -6.301222900839613e-06]
[95477.16114208066, 1.0003333333333335, 0.583, -0.8260869565217391, -4.689523718923525, 4.91356966908546e-06]
[100000.0, 1.0001666666666666, 0.582, -0.2, -4.702987834651288, -2.976916965367464e-06]
