Bode taken on 20092019-142930
0 points could not be taken due to noise in the signal.
Obtained data is as follows:
['Frequency', 'Vpp 1', 'Vpp 2', 'Phase', 'Ratio', 'Slope']
[16831.80353330955, 2.0399999999999996, 1.1524999999999999, -0.13333333333333333, -4.95978466728426, -0.0001120764331481313]
[18041.864093920718, 2.0399999999999996, 1.16, -0.75, -4.903443563979605, 4.656056493255093e-05]
[19338.917504552322, 2.043333333333333, 1.1516666666666666, -0.0967741935483871, -4.980248456163955, -5.921490322202699e-05]
[20729.2177959537, 2.0366666666666666, 1.1560000000000001, -1.0, -4.919242428767629, 4.3879748694315445e-05]
[22219.468609395237, 2.0483333333333333, 1.155, -0.22580645161290322, -4.9763729654929465, -3.8336188922039254e-05]
[23816.855519761608, 2.0366666666666666, 1.16, -0.8275862068965517, -4.889239325919467, 5.454761085621675e-05]
[25529.080682395164, 2.05, 1.155, -0.6451612903225806, -4.983437536551823, -5.5015083698145305e-05]
[27364.399970746665, 2.0466666666666664, 1.1500000000000001, -0.36666666666666664, -5.006985521357869, -1.283045677964691e-05]
[29331.662783900425, 2.0399999999999996, 1.154, -0.43333333333333335, -4.948487172123722, 2.9735909631905056e-05]
[31440.354715915, 2.03, 1.16, -0.9629629629629629, -4.860760973725889, 4.160218809867671e-05]
[33700.64329271925, 2.043333333333333, 1.155, 0.0, -4.955144711411787, -4.175738383783895e-05]
[36123.426997094306, 2.03, 1.16, -1.2258064516129032, -4.860760973725889, 3.8956732916545526e-05]
[38720.38781812557, 2.0433333333333334, 1.165, -0.9354838709677419, -4.880265888734297, -7.510669722257352e-06]
[41504.047578504724, 2.05, 1.16, -1.0333333333333334, -4.945917436576716, -2.3584616473917158e-05]
[44487.82831127585, 2.043333333333333, 1.1633333333333333, -1.0, -4.8927009511847, 1.783525337754683e-05]
[47686.116977144746, 2.05, 1.1566666666666665, -1.1666666666666667, -4.970912819690861, -2.4454286863100457e-05]
[51114.334834401656, 2.04, 1.16, -0.8709677419354839, -4.9034435639796055, 1.968056247313328e-05]
[54789.01179593934, 2.05, 1.1583333333333334, -1.1333333333333333, -4.958406136985679, -1.4957116933368239e-05]
[58727.86613189477, 2.043333333333333, 1.1583333333333334, -1.1290322580645162, -4.930113311845645, 7.183008744894647e-06]
[62949.88990221888, 2.04, 1.1633333333333333, -1.3548387096774193, -4.878519903727626, 1.2220065761036282e-05]
[67475.44053110685, 2.0399999999999996, 1.16, -1.3333333333333333, -4.903443563979605, -5.5073210523562175e-06]
[72326.33896483533, 2.0333333333333328, 1.158, -1.3548387096774193, -4.890000417993742, 2.7712693162964333e-06]
[77525.97488629464, 2.043333333333333, 1.1566666666666667, -1.7142857142857142, -4.9426199945508245, -1.0119857880802169e-05]
[83099.41949353387, 2.033333333333333, 1.1583333333333334, -1.4666666666666666, -4.887500521692685, 9.88966011908437e-06]
[89073.5463861044, 2.046666666666667, 1.1583333333333332, -1.3666666666666667, -4.944271244300701, -9.502764776994757e-06]
[95477.16114208066, 2.0399999999999996, 1.1566666666666665, -1.8666666666666667, -4.928438947093749, 2.4724000131607382e-06]
[102341.14021054527, 2.043333333333333, 1.1583333333333334, -1.2333333333333334, -4.930113311845645, -2.4393500259759474e-07]
[109698.57978923841, 2.0399999999999996, 1.16, -1.6551724137931034, -4.903443563979605, 3.624868078193236e-06]
[117584.95540521557, 2.05, 1.1600000000000001, -1.2666666666666666, -4.945917436576714, -5.385727825474203e-06]
[126038.29296797274, 2.046666666666667, 1.154, -1.2857142857142858, -4.976826152035853, -3.656391955209928e-06]
[135099.3521198025, 2.0533333333333332, 1.1583333333333334, -1.2333333333333334, -4.972518064765853, 4.754507390154421e-07]
[144811.8227674533, 2.043333333333333, 1.16, -1.0357142857142858, -4.917624611436681, 5.651852687189291e-06]
[155222.5357427048, 2.046666666666667, 1.1600000000000001, -1.6896551724137931, -4.931782543891735, -1.3599387946542125e-06]
[166381.68860761274, 2.0500000000000003, 1.16, -1.7741935483870968, -4.945917436576719, -1.2666635949968783e-06]
[178343.08769319093, 2.043333333333333, 1.16, -1.7241379310344827, -4.917624611436681, 2.3653441322053246e-06]
[191164.40753856997, 2.05, 1.1633333333333333, -1.8387096774193548, -4.920993776324736, -2.627783199145192e-07]
[204907.4689815846, 2.0483333333333333, 1.16, -1.9333333333333333, -4.938852865517841, -1.2994986064173103e-06]
[219638.5372416547, 2.0483333333333333, 1.1566666666666665, -1.6551724137931034, -4.963848248631984, -1.696780075474565e-06]
[235428.64143224154, 2.043333333333333, 1.1533333333333333, -1.6774193548387097, -4.967687514512767, -2.431437965477181e-07]
[252353.9170434766, 2.0500000000000003, 1.154, -1.9333333333333333, -4.990961044720836, -1.3750754045399442e-06]
[270495.97304631316, 2.0399999999999996, 1.16, -1.8387096774193548, -4.903443563979605, 4.824011166515426e-06]
[289942.2853882875, 2.043333333333333, 1.1533333333333333, -1.7333333333333334, -4.967687514512767, -3.3036572386268737e-06]
[310786.6187782014, 2.0500000000000003, 1.155, -2.0, -4.983437536551825, -7.556020979149413e-07]
[333129.478793467, 2.046666666666667, 1.155, -1.967741935483871, -4.969302643866843, 6.326357805278198e-07]
[357078.59649004624, 2.05, 1.1533333333333333, -2.1333333333333333, -4.995980339652802, -1.1139323011373144e-06]
[382749.44785163074, 2.0500000000000003, 1.1500000000000001, -1.903225806451613, -5.021120414042853, -9.793237487897327e-07]
[410265.81058271904, 2.0466666666666664, 1.1499999999999997, -2.3225806451612905, -5.006985521357873, 5.136904475027401e-07]
[439760.36093027215, 2.0500000000000003, 1.1483333333333334, -2.3666666666666667, -5.033717790635443, -9.063460524933121e-07]
[471375.3134116719, 2.0466666666666664, 1.1439999999999997, -2.206896551724138, -5.052421839289998, -5.916203310936441e-07]
[505263.10653356795, 2.036666666666666, 1.1500000000000001, -2.2333333333333334, -4.964442303385598, 2.596201398773095e-06]
[541587.1378079465, 2.0475, 1.1466666666666667, -2.9, -5.035734451611767, -1.9626717003862734e-06]
[580522.5516094896, 2.036666666666666, 1.1449999999999998, -2.933333333333333, -5.002289376939699, 8.589885506942411e-07]
[622257.0836730232, 2.046666666666667, 1.14, -3.0, -5.0828453017006545, -1.9301983460201e-06]
[666991.9663030115, 2.0399999999999996, 1.1383333333333332, -3.074074074074074, -5.0672142825601965, 3.494145557449096e-07]
[714942.8986597577, 2.0366666666666666, 1.1349999999999998, -3.2666666666666666, -5.0784818798750075, -2.349818191434156e-07]
[766341.0868007446, 2.0216666666666665, 1.1349999999999998, -3.806451612903226, -5.014273779075756, 1.2492288759892947e-06]
[821434.3584919422, 2.03, 1.133333333333333, -3.433333333333333, -5.062767511812405, -8.802115258004699e-07]
[880488.3581643464, 2.028333333333333, 1.13, -3.8275862068965516, -5.081217687260031, -3.1242888796654266e-07]
[943787.8277775372, 2.025, 1.13, -4.230769230769231, -5.066931681345352, 2.2568918826614876e-07]
[1011637.979766207, 2.013333333333333, 1.12, -4.269230769230769, -5.093953224625754, -3.9825324613738025e-07]
[1084365.9686896086, 2.02, 1.125, -4.714285714285714, -5.083976939984849, 1.3717256297864499e-07]
[1162322.4686798519, 2.0116666666666663, 1.12, -4.36, -5.0867599408704764, -3.5699407823284296e-08]
[1245883.3642950081, 2.016666666666666, 1.1150000000000002, -4.92, -5.147185050972535, -7.23126645032017e-07]
[1335451.5629298973, 2.0083333333333333, 1.11, -5.172413793103448, -5.150256354811722, -3.4290115085451905e-08]
[1431458.9375234786, 2.0, 1.1016666666666668, -5.857142857142857, -5.179595731239691, -3.055950290503053e-07]
[1534368.4089300102, 2.0, 1.0999999999999999, -7.0, -5.192746210115125, -1.2778686641470132e-07]
[1644676.1779946627, 1.9883333333333333, 1.095, -5.95, -5.181501482211223, 1.019395823091248e-07]
[1762914.118095948, 1.9833333333333332, 1.085, -8.235294117647058, -5.2393194564867756, -4.88996799386259e-07]
[1889652.3396912077, 1.97, 1.08, -8.291666666666666, -5.2208494134928625, 1.4573380280573453e-07]
[2025501.9392306665, 1.9666666666666668, 1.0666666666666667, -8.75, -5.314040666444765, -6.859884259344751e-07]
[2171117.945694501, 1.9499999999999995, 1.0655000000000001, -9.4, -5.249623146245941, 4.4237939058452445e-07]
[2327202.4789604074, 1.93, 1.0511666666666668, -9.666666666666666, -5.27771456796195, -1.7997569091712605e-07]
[2494508.135230317, 1.918, 1.0421666666666665, -10.0, -5.2982284907524, -1.2261344444539272e-07]
[2673841.6158399438, 1.9033333333333333, 1.0231666666666668, -10.75, -5.391369410590637, -5.193727324179125e-07]
[2866067.61694825, 1.8849999999999998, 1.01, -11.6, -5.419799615183382, -1.4789989090355256e-07]
[3072112.998861753, 1.86, 0.991, -12.0, -5.46878579465282, -2.37744612446606e-07]
[3292971.255097148, 1.84, 0.972, -12.5, -5.543031161665239, -3.3616749619396593e-07]
[3529707.30273065, 1.8099999999999998, 0.9579999999999999, -13.2, -5.526261315812802, 7.083773688068833e-08]
[3783462.617131925, 1.7833333333333334, 0.9333333333333332, -13.5, -5.623915013580185, -3.8483409893421363e-07]
[4055460.7358408277, 1.7566666666666666, 0.91, -14.4, -5.712959363435811, -3.2737119755935753e-07]
[4347013.158125018, 1.7333333333333334, 0.8830000000000001, -14.8, -5.858427706751361, -4.989440395516776e-07]
[4659525.668664677, 1.6849999999999998, 0.8598333333333333, -15.0, -5.843712554353855, 4.708660261982875e-08]
[4994505.11585514, 1.6499999999999997, 0.831, -16.5, -5.957658408595905, -3.40157747580443e-07]
[5353566.677410719, 1.6000000000000003, 0.8045, -16.2, -5.971878684417531, -3.960400483977932e-08]
[5738441.648302393, 1.5683333333333334, 0.773, -17.25, -6.1451775825057675, -4.5027323467343084e-07]
[6150985.788580504, 1.5066666666666666, 0.7418333333333335, -21.0, -6.1542167238568135, -2.1910725346752907e-08]
[6593188.271333542, 1.4633333333333336, 0.7113333333333333, -19.5, -6.2654021030734075, -2.514354476808515e-07]
[7067181.273927491, 1.4133333333333333, 0.67625, -22.333333333333332, -6.402746475168887, -2.897603368485522e-07]
[7575250.258771905, 1.3533333333333333, 0.6436, -21.166666666666668, -6.455774868610796, -1.0437242780751046e-07]
[8119844.993184009, 1.2966666666666666, 0.6116666666666667, -24.0, -6.5262706547519915, -1.2944632345242355e-07]
[8703591.361485166, 1.255, 0.5775, -25.75, -6.7418347450575, -3.692769702925121e-07]
[9329304.026284676, 1.205, 0.5503333333333335, -25.5, -6.807224567355118, -1.0450455293017012e-07]
[10000000.0, 1.15, 0.5213333333333333, -27.2, -6.871646926988898, -9.605299891232694e-08]
